benchmark;Promoted;Demoted;Writes DRAM;Writes PCM;Total writes;Reads on DRAM;Reads on PCM;Total reads;Pages on memory;BUFFER SIZE;TIME TO MIGRATE;COUNTERS SIZE;PROMOTE VALUE;DEMOTE VALUE
Typeset2020-01-191847;0;10239;417609;45336;462945;806210;46285;852495;99223;256;32768;64;7.000000;6.000000
Typeset2020-01-191847;0;10239;417609;45336;462945;806210;46285;852495;99223;256;32768;64;8.000000;6.000000
Typeset2020-01-191847;0;10239;417609;45336;462945;806210;46285;852495;99223;256;32768;64;9.000000;6.000000
Typeset2020-01-191847;1290;149190;366973;95972;462945;748421;104074;852495;99223;256;2048;4;4.000000;5.000000
Typeset2020-01-191847;336;148552;343918;119027;462945;725315;127180;852495;99223;256;2048;4;5.000000;5.000000
Typeset2020-01-191847;113;148396;338716;124229;462945;720083;132412;852495;99223;256;2048;4;6.000000;5.000000
Typeset2020-01-191847;49;148373;338205;124740;462945;719572;132923;852495;99223;256;2048;4;7.000000;5.000000
Typeset2020-01-191847;43;148369;338131;124814;462945;719495;133000;852495;99223;256;2048;4;8.000000;5.000000
Typeset2020-01-191847;0;148345;337544;125401;462945;718908;133587;852495;99223;256;2048;4;9.000000;5.000000
Typeset2020-01-191847;170;38978;401253;61692;462945;787938;64557;852495;99223;256;8192;4;4.000000;5.000000
Typeset2020-01-191847;30;38920;390887;72058;462945;777572;74923;852495;99223;256;8192;4;5.000000;5.000000
Typeset2020-01-191847;0;38903;388260;74685;462945;774935;77560;852495;99223;256;8192;4;6.000000;5.000000
Typeset2020-01-191847;0;38903;388260;74685;462945;774935;77560;852495;99223;256;8192;4;7.000000;5.000000
Typeset2020-01-191847;0;38903;388260;74685;462945;774935;77560;852495;99223;256;8192;4;8.000000;5.000000
Typeset2020-01-191847;0;38903;388260;74685;462945;774935;77560;852495;99223;256;8192;4;9.000000;5.000000
Typeset2020-01-191847;0;10200;421442;41503;462945;810050;42445;852495;99223;256;32768;4;4.000000;5.000000
Typeset2020-01-191847;0;10200;421442;41503;462945;810050;42445;852495;99223;256;32768;4;5.000000;5.000000
Typeset2020-01-191847;0;10200;421442;41503;462945;810050;42445;852495;99223;256;32768;4;6.000000;5.000000
Typeset2020-01-191847;0;10200;421442;41503;462945;810050;42445;852495;99223;256;32768;4;7.000000;5.000000
Typeset2020-01-191847;0;10200;421442;41503;462945;810050;42445;852495;99223;256;32768;4;8.000000;5.000000
Typeset2020-01-191847;0;10200;421442;41503;462945;810050;42445;852495;99223;256;32768;4;9.000000;5.000000
Typeset2020-01-191847;1158;149476;362297;100648;462945;743676;108819;852495;99223;256;2048;8;4.000000;5.000000
Typeset2020-01-191847;317;148932;341064;121881;462945;722421;130074;852495;99223;256;2048;8;5.000000;5.000000
Typeset2020-01-191847;167;148844;338794;124151;462945;720114;132381;852495;99223;256;2048;8;6.000000;5.000000
Typeset2020-01-191847;92;148813;338028;124917;462945;719343;133152;852495;99223;256;2048;8;7.000000;5.000000
Typeset2020-01-191847;82;148810;337926;125019;462945;719235;133260;852495;99223;256;2048;8;8.000000;5.000000
Typeset2020-01-191847;0;148753;336513;126432;462945;717814;134681;852495;99223;256;2048;8;9.000000;5.000000
Typeset2020-01-191847;130;39054;395511;67434;462945;782201;70294;852495;99223;256;8192;8;4.000000;5.000000
Typeset2020-01-191847;15;38995;384441;78504;462945;771125;81370;852495;99223;256;8192;8;5.000000;5.000000
Typeset2020-01-191847;0;38993;383796;79149;462945;770473;82022;852495;99223;256;8192;8;6.000000;5.000000
Typeset2020-01-191847;0;38993;383796;79149;462945;770473;82022;852495;99223;256;8192;8;7.000000;5.000000
Typeset2020-01-191847;0;38993;383796;79149;462945;770473;82022;852495;99223;256;8192;8;8.000000;5.000000
Typeset2020-01-191847;0;38993;383796;79149;462945;770473;82022;852495;99223;256;8192;8;9.000000;5.000000
Typeset2020-01-191847;1;10205;418691;44254;462945;807297;45198;852495;99223;256;32768;8;4.000000;5.000000
Typeset2020-01-191847;0;10205;418379;44566;462945;806985;45510;852495;99223;256;32768;8;5.000000;5.000000
Typeset2020-01-191847;0;10205;418379;44566;462945;806985;45510;852495;99223;256;32768;8;6.000000;5.000000
Typeset2020-01-191847;0;10205;418379;44566;462945;806985;45510;852495;99223;256;32768;8;7.000000;5.000000
Typeset2020-01-191847;0;10205;418379;44566;462945;806985;45510;852495;99223;256;32768;8;8.000000;5.000000
Typeset2020-01-191847;0;10205;418379;44566;462945;806985;45510;852495;99223;256;32768;8;9.000000;5.000000
Typeset2020-01-191847;1386;149937;364166;98779;462945;745456;107039;852495;99223;256;2048;16;4.000000;5.000000
Typeset2020-01-191847;271;149195;338649;124296;462945;719955;132540;852495;99223;256;2048;16;5.000000;5.000000
Typeset2020-01-191847;156;149134;336990;125955;462945;718260;134235;852495;99223;256;2048;16;6.000000;5.000000
Typeset2020-01-191847;81;149108;336429;126516;462945;717694;134801;852495;99223;256;2048;16;7.000000;5.000000
Typeset2020-01-191847;63;149095;336171;126774;462945;717435;135060;852495;99223;256;2048;16;8.000000;5.000000
Typeset2020-01-191847;0;149056;335367;127578;462945;716634;135861;852495;99223;256;2048;16;9.000000;5.000000
Typeset2020-01-191847;158;39087;392586;70359;462945;779277;73218;852495;99223;256;8192;16;4.000000;5.000000
Typeset2020-01-191847;5;39037;384162;78783;462945;770836;81659;852495;99223;256;8192;16;5.000000;5.000000
Typeset2020-01-191847;2;39036;384021;78924;462945;770695;81800;852495;99223;256;8192;16;6.000000;5.000000
Typeset2020-01-191847;0;39036;384021;78924;462945;770695;81800;852495;99223;256;8192;16;7.000000;5.000000
Typeset2020-01-191847;0;39036;384021;78924;462945;770695;81800;852495;99223;256;8192;16;8.000000;5.000000
Typeset2020-01-191847;0;39036;384021;78924;462945;770695;81800;852495;99223;256;8192;16;9.000000;5.000000
Typeset2020-01-191847;1;10230;418389;44556;462945;806991;45504;852495;99223;256;32768;16;4.000000;5.000000
Typeset2020-01-191847;0;10230;418077;44868;462945;806679;45816;852495;99223;256;32768;16;5.000000;5.000000
Typeset2020-01-191847;0;10230;418077;44868;462945;806679;45816;852495;99223;256;32768;16;6.000000;5.000000
Typeset2020-01-191847;0;10230;418077;44868;462945;806679;45816;852495;99223;256;32768;16;7.000000;5.000000
Typeset2020-01-191847;0;10230;418077;44868;462945;806679;45816;852495;99223;256;32768;16;8.000000;5.000000
Typeset2020-01-191847;0;10230;418077;44868;462945;806679;45816;852495;99223;256;32768;16;9.000000;5.000000
Typeset2020-01-191847;1134;149938;360795;102150;462945;742087;110408;852495;99223;256;2048;32;4.000000;5.000000
Typeset2020-01-191847;223;149311;337829;125116;462945;719101;133394;852495;99223;256;2048;32;5.000000;5.000000
Typeset2020-01-191847;115;149254;336283;126662;462945;717550;134945;852495;99223;256;2048;32;6.000000;5.000000
Typeset2020-01-191847;41;149220;335577;127368;462945;716842;135653;852495;99223;256;2048;32;7.000000;5.000000
Typeset2020-01-191847;24;149206;335239;127706;462945;716502;135993;852495;99223;256;2048;32;8.000000;5.000000
Typeset2020-01-191847;0;149200;335075;127870;462945;716339;136156;852495;99223;256;2048;32;9.000000;5.000000
Typeset2020-01-191847;152;39177;398063;64882;462945;784732;67763;852495;99223;256;8192;32;4.000000;5.000000
Typeset2020-01-191847;9;39082;383446;79499;462945;770110;82385;852495;99223;256;8192;32;5.000000;5.000000
Typeset2020-01-191847;2;39082;383432;79513;462945;770096;82399;852495;99223;256;8192;32;6.000000;5.000000
Typeset2020-01-191847;0;39082;383432;79513;462945;770096;82399;852495;99223;256;8192;32;7.000000;5.000000
Typeset2020-01-191847;0;39082;383432;79513;462945;770096;82399;852495;99223;256;8192;32;8.000000;5.000000
Typeset2020-01-191847;0;39082;383432;79513;462945;770096;82399;852495;99223;256;8192;32;9.000000;5.000000
Typeset2020-01-191847;1;10239;417921;45024;462945;806522;45973;852495;99223;256;32768;32;4.000000;5.000000
Typeset2020-01-191847;0;10239;417609;45336;462945;806210;46285;852495;99223;256;32768;32;5.000000;5.000000
Typeset2020-01-191847;0;10239;417609;45336;462945;806210;46285;852495;99223;256;32768;32;6.000000;5.000000
Typeset2020-01-191847;0;10239;417609;45336;462945;806210;46285;852495;99223;256;32768;32;7.000000;5.000000
Typeset2020-01-191847;0;10239;417609;45336;462945;806210;46285;852495;99223;256;32768;32;8.000000;5.000000
Typeset2020-01-191847;0;10239;417609;45336;462945;806210;46285;852495;99223;256;32768;32;9.000000;5.000000
Typeset2020-01-191847;841;149741;356339;106606;462945;737583;114912;852495;99223;256;2048;64;4.000000;5.000000
Typeset2020-01-191847;171;149299;337152;125793;462945;718422;134073;852495;99223;256;2048;64;5.000000;5.000000
Typeset2020-01-191847;80;149259;336050;126895;462945;717316;135179;852495;99223;256;2048;64;6.000000;5.000000
Typeset2020-01-191847;53;149246;335776;127169;462945;717040;135455;852495;99223;256;2048;64;7.000000;5.000000
Typeset2020-01-191847;28;149240;335623;127322;462945;716887;135608;852495;99223;256;2048;64;8.000000;5.000000
Typeset2020-01-191847;0;149217;335043;127902;462945;716307;136188;852495;99223;256;2048;64;9.000000;5.000000
Typeset2020-01-191847;182;39167;397406;65539;462945;784072;68423;852495;99223;256;8192;64;4.000000;5.000000
Typeset2020-01-191847;11;39105;382735;80210;462945;769399;83096;852495;99223;256;8192;64;5.000000;5.000000
Typeset2020-01-191847;2;39105;382715;80230;462945;769379;83116;852495;99223;256;8192;64;6.000000;5.000000
Typeset2020-01-191847;0;39105;382715;80230;462945;769379;83116;852495;99223;256;8192;64;7.000000;5.000000
Typeset2020-01-191847;0;39105;382715;80230;462945;769379;83116;852495;99223;256;8192;64;8.000000;5.000000
Typeset2020-01-191847;0;39105;382715;80230;462945;769379;83116;852495;99223;256;8192;64;9.000000;5.000000
Typeset2020-01-191847;0;10239;417609;45336;462945;806210;46285;852495;99223;256;32768;64;4.000000;5.000000
Typeset2020-01-191847;0;10239;417609;45336;462945;806210;46285;852495;99223;256;32768;64;5.000000;5.000000
Typeset2020-01-191847;0;10239;417609;45336;462945;806210;46285;852495;99223;256;32768;64;6.000000;5.000000
Typeset2020-01-191847;0;10239;417609;45336;462945;806210;46285;852495;99223;256;32768;64;7.000000;5.000000
Typeset2020-01-191847;0;10239;417609;45336;462945;806210;46285;852495;99223;256;32768;64;8.000000;5.000000
Typeset2020-01-191847;0;10239;417609;45336;462945;806210;46285;852495;99223;256;32768;64;9.000000;5.000000
Typeset2020-01-191847;753;147152;392000;70945;462945;773621;78874;852495;99223;256;2048;4;4.000000;4.000000
Typeset2020-01-191847;217;146848;369155;93790;462945;750701;101794;852495;99223;256;2048;4;5.000000;4.000000
Typeset2020-01-191847;71;146765;362115;100830;462945;743624;108871;852495;99223;256;2048;4;6.000000;4.000000
Typeset2020-01-191847;34;146762;361722;101223;462945;743232;109263;852495;99223;256;2048;4;7.000000;4.000000
Typeset2020-01-191847;29;146759;361295;101650;462945;742801;109694;852495;99223;256;2048;4;8.000000;4.000000
Typeset2020-01-191847;0;146743;360445;102500;462945;741943;110552;852495;99223;256;2048;4;9.000000;4.000000
Typeset2020-01-191847;48;38279;428530;34415;462945;815271;37224;852495;99223;256;8192;4;4.000000;4.000000
Typeset2020-01-191847;5;38270;422725;40220;462945;809465;43030;852495;99223;256;8192;4;5.000000;4.000000
Typeset2020-01-191847;0;38269;421945;41000;462945;808687;43808;852495;99223;256;8192;4;6.000000;4.000000
Typeset2020-01-191847;0;38269;421945;41000;462945;808687;43808;852495;99223;256;8192;4;7.000000;4.000000
Typeset2020-01-191847;0;38269;421945;41000;462945;808687;43808;852495;99223;256;8192;4;8.000000;4.000000
Typeset2020-01-191847;0;38269;421945;41000;462945;808687;43808;852495;99223;256;8192;4;9.000000;4.000000
Typeset2020-01-191847;0;9904;449544;13401;462945;838172;14323;852495;99223;256;32768;4;4.000000;4.000000
Typeset2020-01-191847;0;9904;449544;13401;462945;838172;14323;852495;99223;256;32768;4;5.000000;4.000000
Typeset2020-01-191847;0;9904;449544;13401;462945;838172;14323;852495;99223;256;32768;4;6.000000;4.000000
Typeset2020-01-191847;0;9904;449544;13401;462945;838172;14323;852495;99223;256;32768;4;7.000000;4.000000
Typeset2020-01-191847;0;9904;449544;13401;462945;838172;14323;852495;99223;256;32768;4;8.000000;4.000000
Typeset2020-01-191847;0;9904;449544;13401;462945;838172;14323;852495;99223;256;32768;4;9.000000;4.000000
Typeset2020-01-191847;910;148420;378971;83974;462945;760382;92113;852495;99223;256;2048;8;4.000000;4.000000
Typeset2020-01-191847;258;148060;355460;107485;462945;736860;115635;852495;99223;256;2048;8;5.000000;4.000000
Typeset2020-01-191847;138;148005;352548;110397;462945;733917;118578;852495;99223;256;2048;8;6.000000;4.000000
Typeset2020-01-191847;63;147985;351718;111227;462945;733081;119414;852495;99223;256;2048;8;7.000000;4.000000
Typeset2020-01-191847;59;147985;351706;111239;462945;733066;119429;852495;99223;256;2048;8;8.000000;4.000000
Typeset2020-01-191847;0;147953;350119;112826;462945;731472;121023;852495;99223;256;2048;8;9.000000;4.000000
Typeset2020-01-191847;111;38637;409690;53255;462945;796391;56104;852495;99223;256;8192;8;4.000000;4.000000
Typeset2020-01-191847;13;38612;397155;65790;462945;783863;68632;852495;99223;256;8192;8;5.000000;4.000000
Typeset2020-01-191847;0;38612;396240;66705;462945;782942;69553;852495;99223;256;8192;8;6.000000;4.000000
Typeset2020-01-191847;0;38612;396240;66705;462945;782942;69553;852495;99223;256;8192;8;7.000000;4.000000
Typeset2020-01-191847;0;38612;396240;66705;462945;782942;69553;852495;99223;256;8192;8;8.000000;4.000000
Typeset2020-01-191847;0;38612;396240;66705;462945;782942;69553;852495;99223;256;8192;8;9.000000;4.000000
Typeset2020-01-191847;0;10051;431438;31507;462945;820040;32455;852495;99223;256;32768;8;4.000000;4.000000
Typeset2020-01-191847;0;10051;431438;31507;462945;820040;32455;852495;99223;256;32768;8;5.000000;4.000000
Typeset2020-01-191847;0;10051;431438;31507;462945;820040;32455;852495;99223;256;32768;8;6.000000;4.000000
Typeset2020-01-191847;0;10051;431438;31507;462945;820040;32455;852495;99223;256;32768;8;7.000000;4.000000
Typeset2020-01-191847;0;10051;431438;31507;462945;820040;32455;852495;99223;256;32768;8;8.000000;4.000000
Typeset2020-01-191847;0;10051;431438;31507;462945;820040;32455;852495;99223;256;32768;8;9.000000;4.000000
Typeset2020-01-191847;1012;149046;385288;77657;462945;766614;85881;852495;99223;256;2048;16;4.000000;4.000000
Typeset2020-01-191847;240;148640;355415;107530;462945;736766;115729;852495;99223;256;2048;16;5.000000;4.000000
Typeset2020-01-191847;137;148598;352848;110097;462945;734157;118338;852495;99223;256;2048;16;6.000000;4.000000
Typeset2020-01-191847;77;148591;352409;110536;462945;733713;118782;852495;99223;256;2048;16;7.000000;4.000000
Typeset2020-01-191847;59;148583;352099;110846;462945;733402;119093;852495;99223;256;2048;16;8.000000;4.000000
Typeset2020-01-191847;0;148553;350973;111972;462945;732275;120220;852495;99223;256;2048;16;9.000000;4.000000
Typeset2020-01-191847;94;38748;413094;49851;462945;799798;52697;852495;99223;256;8192;16;4.000000;4.000000
Typeset2020-01-191847;1;38726;408714;54231;462945;795410;57085;852495;99223;256;8192;16;5.000000;4.000000
Typeset2020-01-191847;0;38726;408468;54477;462945;795164;57331;852495;99223;256;8192;16;6.000000;4.000000
Typeset2020-01-191847;0;38726;408468;54477;462945;795164;57331;852495;99223;256;8192;16;7.000000;4.000000
Typeset2020-01-191847;0;38726;408468;54477;462945;795164;57331;852495;99223;256;8192;16;8.000000;4.000000
Typeset2020-01-191847;0;38726;408468;54477;462945;795164;57331;852495;99223;256;8192;16;9.000000;4.000000
Typeset2020-01-191847;1;10054;440851;22094;462945;829454;23041;852495;99223;256;32768;16;4.000000;4.000000
Typeset2020-01-191847;0;10054;440539;22406;462945;829142;23353;852495;99223;256;32768;16;5.000000;4.000000
Typeset2020-01-191847;0;10054;440539;22406;462945;829142;23353;852495;99223;256;32768;16;6.000000;4.000000
Typeset2020-01-191847;0;10054;440539;22406;462945;829142;23353;852495;99223;256;32768;16;7.000000;4.000000
Typeset2020-01-191847;0;10054;440539;22406;462945;829142;23353;852495;99223;256;32768;16;8.000000;4.000000
Typeset2020-01-191847;0;10054;440539;22406;462945;829142;23353;852495;99223;256;32768;16;9.000000;4.000000
Typeset2020-01-191847;779;149435;380025;82920;462945;761305;91190;852495;99223;256;2048;32;4.000000;4.000000
Typeset2020-01-191847;216;149172;343947;118998;462945;725211;127284;852495;99223;256;2048;32;5.000000;4.000000
Typeset2020-01-191847;110;149145;341176;121769;462945;722435;130060;852495;99223;256;2048;32;6.000000;4.000000
Typeset2020-01-191847;41;149113;339915;123030;462945;721172;131323;852495;99223;256;2048;32;7.000000;4.000000
Typeset2020-01-191847;24;149099;339577;123368;462945;720832;131663;852495;99223;256;2048;32;8.000000;4.000000
Typeset2020-01-191847;0;149093;339413;123532;462945;720669;131826;852495;99223;256;2048;32;9.000000;4.000000
Typeset2020-01-191847;104;38978;417680;45265;462945;804357;48138;852495;99223;256;8192;32;4.000000;4.000000
Typeset2020-01-191847;9;38912;410217;52728;462945;796885;55610;852495;99223;256;8192;32;5.000000;4.000000
Typeset2020-01-191847;2;38912;410203;52742;462945;796871;55624;852495;99223;256;8192;32;6.000000;4.000000
Typeset2020-01-191847;0;38912;410203;52742;462945;796871;55624;852495;99223;256;8192;32;7.000000;4.000000
Typeset2020-01-191847;0;38912;410203;52742;462945;796871;55624;852495;99223;256;8192;32;8.000000;4.000000
Typeset2020-01-191847;0;38912;410203;52742;462945;796871;55624;852495;99223;256;8192;32;9.000000;4.000000
Typeset2020-01-191847;0;10118;439048;23897;462945;827643;24852;852495;99223;256;32768;32;4.000000;4.000000
Typeset2020-01-191847;0;10118;439048;23897;462945;827643;24852;852495;99223;256;32768;32;5.000000;4.000000
Typeset2020-01-191847;0;10118;439048;23897;462945;827643;24852;852495;99223;256;32768;32;6.000000;4.000000
Typeset2020-01-191847;0;10118;439048;23897;462945;827643;24852;852495;99223;256;32768;32;7.000000;4.000000
Typeset2020-01-191847;0;10118;439048;23897;462945;827643;24852;852495;99223;256;32768;32;8.000000;4.000000
Typeset2020-01-191847;0;10118;439048;23897;462945;827643;24852;852495;99223;256;32768;32;9.000000;4.000000
Typeset2020-01-191847;711;149530;366914;96031;462945;748185;104310;852495;99223;256;2048;64;4.000000;4.000000
Typeset2020-01-191847;169;149257;339008;123937;462945;720279;132216;852495;99223;256;2048;64;5.000000;4.000000
Typeset2020-01-191847;80;149224;337451;125494;462945;718720;133775;852495;99223;256;2048;64;6.000000;4.000000
Typeset2020-01-191847;53;149220;336571;126374;462945;717836;134659;852495;99223;256;2048;64;7.000000;4.000000
Typeset2020-01-191847;28;149217;336199;126746;462945;717463;135032;852495;99223;256;2048;64;8.000000;4.000000
Typeset2020-01-191847;0;149207;335319;127626;462945;716580;135915;852495;99223;256;2048;64;9.000000;4.000000
Typeset2020-01-191847;155;39065;412533;50412;462945;799194;53301;852495;99223;256;8192;64;4.000000;4.000000
Typeset2020-01-191847;11;39028;402755;60190;462945;789418;63077;852495;99223;256;8192;64;5.000000;4.000000
Typeset2020-01-191847;2;39028;402735;60210;462945;789398;63097;852495;99223;256;8192;64;6.000000;4.000000
Typeset2020-01-191847;0;39028;402735;60210;462945;789398;63097;852495;99223;256;8192;64;7.000000;4.000000
Typeset2020-01-191847;0;39028;402735;60210;462945;789398;63097;852495;99223;256;8192;64;8.000000;4.000000
Typeset2020-01-191847;0;39028;402735;60210;462945;789398;63097;852495;99223;256;8192;64;9.000000;4.000000
Typeset2020-01-191847;0;10179;431149;31796;462945;819745;32750;852495;99223;256;32768;64;4.000000;4.000000
Typeset2020-01-191847;0;10179;431149;31796;462945;819745;32750;852495;99223;256;32768;64;5.000000;4.000000
Typeset2020-01-191847;0;10179;431149;31796;462945;819745;32750;852495;99223;256;32768;64;6.000000;4.000000
Typeset2020-01-191847;0;10179;431149;31796;462945;819745;32750;852495;99223;256;32768;64;7.000000;4.000000
Typeset2020-01-191847;0;10179;431149;31796;462945;819745;32750;852495;99223;256;32768;64;8.000000;4.000000
Typeset2020-01-191847;0;10179;431149;31796;462945;819745;32750;852495;99223;256;32768;64;9.000000;4.000000
Typeset2020-01-191847;728;130979;394574;68371;462945;776714;75781;852495;99223;256;2048;4;4.000000;3.000000
Typeset2020-01-191847;210;130689;371752;91193;462945;753825;98670;852495;99223;256;2048;4;5.000000;3.000000
Typeset2020-01-191847;65;130612;364503;98442;462945;746539;105956;852495;99223;256;2048;4;6.000000;3.000000
Typeset2020-01-191847;34;130611;364229;98716;462945;746264;106231;852495;99223;256;2048;4;7.000000;3.000000
Typeset2020-01-191847;29;130608;363802;99143;462945;745833;106662;852495;99223;256;2048;4;8.000000;3.000000
Typeset2020-01-191847;0;130592;362952;99993;462945;744975;107520;852495;99223;256;2048;4;9.000000;3.000000
Typeset2020-01-191847;48;34002;429138;33807;462945;816042;36453;852495;99223;256;8192;4;4.000000;3.000000
Typeset2020-01-191847;5;33993;423333;39612;462945;810236;42259;852495;99223;256;8192;4;5.000000;3.000000
Typeset2020-01-191847;0;33992;422553;40392;462945;809458;43037;852495;99223;256;8192;4;6.000000;3.000000
Typeset2020-01-191847;0;33992;422553;40392;462945;809458;43037;852495;99223;256;8192;4;7.000000;3.000000
Typeset2020-01-191847;0;33992;422553;40392;462945;809458;43037;852495;99223;256;8192;4;8.000000;3.000000
Typeset2020-01-191847;0;33992;422553;40392;462945;809458;43037;852495;99223;256;8192;4;9.000000;3.000000
Typeset2020-01-191847;0;8965;449673;13272;462945;838335;14160;852495;99223;256;32768;4;4.000000;3.000000
Typeset2020-01-191847;0;8965;449673;13272;462945;838335;14160;852495;99223;256;32768;4;5.000000;3.000000
Typeset2020-01-191847;0;8965;449673;13272;462945;838335;14160;852495;99223;256;32768;4;6.000000;3.000000
Typeset2020-01-191847;0;8965;449673;13272;462945;838335;14160;852495;99223;256;32768;4;7.000000;3.000000
Typeset2020-01-191847;0;8965;449673;13272;462945;838335;14160;852495;99223;256;32768;4;8.000000;3.000000
Typeset2020-01-191847;0;8965;449673;13272;462945;838335;14160;852495;99223;256;32768;4;9.000000;3.000000
Typeset2020-01-191847;626;146323;397671;65274;462945;779167;73328;852495;99223;256;2048;8;4.000000;3.000000
Typeset2020-01-191847;169;146141;376440;86505;462945;757919;94576;852495;99223;256;2048;8;5.000000;3.000000
Typeset2020-01-191847;84;146116;373768;89177;462945;755233;97262;852495;99223;256;2048;8;6.000000;3.000000
Typeset2020-01-191847;30;146103;372898;90047;462945;754357;98138;852495;99223;256;2048;8;7.000000;3.000000
Typeset2020-01-191847;30;146103;372898;90047;462945;754357;98138;852495;99223;256;2048;8;8.000000;3.000000
Typeset2020-01-191847;0;146096;371278;91667;462945;752735;99760;852495;99223;256;2048;8;9.000000;3.000000
Typeset2020-01-191847;72;38059;425134;37811;462945;811882;40613;852495;99223;256;8192;8;4.000000;3.000000
Typeset2020-01-191847;5;38046;415683;47262;462945;802433;50062;852495;99223;256;8192;8;5.000000;3.000000
Typeset2020-01-191847;0;38046;415256;47689;462945;802005;50490;852495;99223;256;8192;8;6.000000;3.000000
Typeset2020-01-191847;0;38046;415256;47689;462945;802005;50490;852495;99223;256;8192;8;7.000000;3.000000
Typeset2020-01-191847;0;38046;415256;47689;462945;802005;50490;852495;99223;256;8192;8;8.000000;3.000000
Typeset2020-01-191847;0;38046;415256;47689;462945;802005;50490;852495;99223;256;8192;8;9.000000;3.000000
Typeset2020-01-191847;0;9825;443978;18967;462945;832605;19890;852495;99223;256;32768;8;4.000000;3.000000
Typeset2020-01-191847;0;9825;443978;18967;462945;832605;19890;852495;99223;256;32768;8;5.000000;3.000000
Typeset2020-01-191847;0;9825;443978;18967;462945;832605;19890;852495;99223;256;32768;8;6.000000;3.000000
Typeset2020-01-191847;0;9825;443978;18967;462945;832605;19890;852495;99223;256;32768;8;7.000000;3.000000
Typeset2020-01-191847;0;9825;443978;18967;462945;832605;19890;852495;99223;256;32768;8;8.000000;3.000000
Typeset2020-01-191847;0;9825;443978;18967;462945;832605;19890;852495;99223;256;32768;8;9.000000;3.000000
Typeset2020-01-191847;720;148159;396582;66363;462945;777910;74585;852495;99223;256;2048;16;4.000000;3.000000
Typeset2020-01-191847;209;147967;371986;90959;462945;753323;99172;852495;99223;256;2048;16;5.000000;3.000000
Typeset2020-01-191847;126;147947;368651;94294;462945;749960;102535;852495;99223;256;2048;16;6.000000;3.000000
Typeset2020-01-191847;73;147943;367657;95288;462945;748963;103532;852495;99223;256;2048;16;7.000000;3.000000
Typeset2020-01-191847;58;147941;366746;96199;462945;748049;104446;852495;99223;256;2048;16;8.000000;3.000000
Typeset2020-01-191847;0;147932;362860;100085;462945;744161;108334;852495;99223;256;2048;16;9.000000;3.000000
Typeset2020-01-191847;46;38442;426354;36591;462945;813068;39427;852495;99223;256;8192;16;4.000000;3.000000
Typeset2020-01-191847;1;38429;421786;41159;462945;808498;43997;852495;99223;256;8192;16;5.000000;3.000000
Typeset2020-01-191847;0;38429;421540;41405;462945;808252;44243;852495;99223;256;8192;16;6.000000;3.000000
Typeset2020-01-191847;0;38429;421540;41405;462945;808252;44243;852495;99223;256;8192;16;7.000000;3.000000
Typeset2020-01-191847;0;38429;421540;41405;462945;808252;44243;852495;99223;256;8192;16;8.000000;3.000000
Typeset2020-01-191847;0;38429;421540;41405;462945;808252;44243;852495;99223;256;8192;16;9.000000;3.000000
Typeset2020-01-191847;0;9957;447928;15017;462945;836540;15955;852495;99223;256;32768;16;4.000000;3.000000
Typeset2020-01-191847;0;9957;447928;15017;462945;836540;15955;852495;99223;256;32768;16;5.000000;3.000000
Typeset2020-01-191847;0;9957;447928;15017;462945;836540;15955;852495;99223;256;32768;16;6.000000;3.000000
Typeset2020-01-191847;0;9957;447928;15017;462945;836540;15955;852495;99223;256;32768;16;7.000000;3.000000
Typeset2020-01-191847;0;9957;447928;15017;462945;836540;15955;852495;99223;256;32768;16;8.000000;3.000000
Typeset2020-01-191847;0;9957;447928;15017;462945;836540;15955;852495;99223;256;32768;16;9.000000;3.000000
Typeset2020-01-191847;656;149142;387187;75758;462945;768470;84025;852495;99223;256;2048;32;4.000000;3.000000
Typeset2020-01-191847;205;149000;351146;111799;462945;732416;120079;852495;99223;256;2048;32;5.000000;3.000000
Typeset2020-01-191847;108;148988;348075;114870;462945;729339;123156;852495;99223;256;2048;32;6.000000;3.000000
Typeset2020-01-191847;41;148979;343547;119398;462945;724809;127686;852495;99223;256;2048;32;7.000000;3.000000
Typeset2020-01-191847;24;148975;342560;120385;462945;723820;128675;852495;99223;256;2048;32;8.000000;3.000000
Typeset2020-01-191847;0;148970;342396;120549;462945;723657;128838;852495;99223;256;2048;32;9.000000;3.000000
Typeset2020-01-191847;94;38865;422027;40918;462945;808707;43788;852495;99223;256;8192;32;4.000000;3.000000
Typeset2020-01-191847;9;38817;415125;47820;462945;801801;50694;852495;99223;256;8192;32;5.000000;3.000000
Typeset2020-01-191847;2;38817;415111;47834;462945;801787;50708;852495;99223;256;8192;32;6.000000;3.000000
Typeset2020-01-191847;0;38817;415111;47834;462945;801787;50708;852495;99223;256;8192;32;7.000000;3.000000
Typeset2020-01-191847;0;38817;415111;47834;462945;801787;50708;852495;99223;256;8192;32;8.000000;3.000000
Typeset2020-01-191847;0;38817;415111;47834;462945;801787;50708;852495;99223;256;8192;32;9.000000;3.000000
Typeset2020-01-191847;0;10072;442605;20340;462945;831201;21294;852495;99223;256;32768;32;4.000000;3.000000
Typeset2020-01-191847;0;10072;442605;20340;462945;831201;21294;852495;99223;256;32768;32;5.000000;3.000000
Typeset2020-01-191847;0;10072;442605;20340;462945;831201;21294;852495;99223;256;32768;32;6.000000;3.000000
